Ordem,Cond pgto,Condição pagamento
19565440,P028,Demais
19565441,P028,Demais
19565442,P028,Demais
19565460,P028,Demais
19565466,P028,Demais
19565473,P028,Demais
19565475,P028,Demais
19565477,P028,Demais
19565479,P028,Demais
19565486,P028,Demais
19565487,P028,Demais
19565497,P028,Demais
19565513,P028,Demais
19565514,P028,Demais
19565524,P028,Demais
19565526,P028,Demais
19565530,P028,Demais
19565531,P028,Demais
19565532,P028,Demais
19565546,P028,Demais
19565568,P028,Demais
19565576,P028,Demais
19565590,P028,Demais
19565790,P028,Demais
19565792,P028,Demais
19565794,P028,Demais
19565795,P028,Demais
19565995,P028,Demais
19566011,P028,Demais
19566024,P028,Demais
19566027,P028,Demais
19566048,P028,Demais
19566050,P028,Demais
19566064,P028,Demais
19566077,P028,Demais
19566085,P028,Demais
19566091,P028,Demais
19566314,P028,Demais
19566325,P028,Demais
19566350,P028,Demais
19566363,P028,Demais
19566367,P028,Demais
19566370,P028,Demais
19566396,P028,Demais
19566566,P028,Demais
19566567,P028,Demais
19566587,P028,Demais
19566735,P028,Demais
19566741,P028,Demais
19566777,P028,Demais
19566778,P028,Demais
19566783,P028,Demais
19566799,P028,Demais
19566800,P028,Demais
19567082,P028,Demais
19567351,P028,Demais
19567352,P028,Demais
19567385,P028,Demais
19567436,P028,Demais
19567486,P028,Demais
19567491,P028,Demais
19567706,P028,Demais
19567707,P028,Demais
19567708,P028,Demais
19567722,P028,Demais
19567767,P028,Demais
19567781,P028,Demais
19567798,P028,Demais
19567892,P028,Demais
19567898,P028,Demais
19567964,P028,Demais
19567970,P028,Demais
19567971,P028,Demais
19568042,P028,Demais
19568150,P028,Demais
19568163,P028,Demais
19568175,P028,Demais
19568188,P028,Demais
19568195,P028,Demais
19568198,P028,Demais
19568238,P028,Demais
19568283,P028,Demais
19568284,P028,Demais
19568286,P028,Demais
19568287,P028,Demais
19568291,P028,Demais
19568332,P028,Demais
19568407,P028,Demais
19568411,P028,Demais
19568412,P028,Demais
19568426,P028,Demais
19568444,P028,Demais
19568445,P028,Demais
19568446,P028,Demais
19568457,P028,Demais
19568458,P028,Demais
19568460,P028,Demais
19568461,P028,Demais
19568490,P028,Demais
19568492,P028,Demais
19568493,P028,Demais
19568495,P028,Demais
19568498,P028,Demais
19568499,P028,Demais
19568500,P028,Demais
19568502,P028,Demais
19568507,P028,Demais
19568514,P028,Demais
19568537,P028,Demais
19568541,P028,Demais
19568548,P028,Demais
19568562,P028,Demais
19568563,P028,Demais
19568572,P028,Demais
19568613,P028,Demais
19568620,P028,Demais
19568654,P028,Demais
19568668,P028,Demais
19568669,P028,Demais
19568688,P028,Demais
19568695,P028,Demais
19568808,P028,Demais
19568809,P028,Demais
19568817,P028,Demais
19568868,P028,Demais
19568891,P028,Demais
19568894,P028,Demais
19568960,P028,Demais
19569249,P028,Demais
19569293,P028,Demais
19569297,P028,Demais
19569383,P028,Demais
19569388,P028,Demais
19569390,P028,Demais
19569485,P028,Demais
19569559,P028,Demais
19569564,P028,Demais
19569571,P028,Demais
19569580,P028,Demais
19569586,P028,Demais
19569688,P028,Demais
19569692,P028,Demais
19569704,P028,Demais
19569705,P028,Demais
19569890,P028,Demais
19570047,P028,Demais
19570098,P028,Demais
19570233,P028,Demais
19570265,P028,Demais
19570266,P028,Demais
19570298,P028,Demais
19570364,P028,Demais
19570476,P028,Demais
19570480,P028,Demais
19570488,P028,Demais
19570531,P028,Demais
19570607,P028,Demais
19570608,P028,Demais
19570610,P028,Demais
19570631,P028,Demais
19570635,P028,Demais
19570638,P028,Demais
19570668,P028,Demais
19570673,P028,Demais
19570674,P028,Demais
19570692,P028,Demais
19570758,P028,Demais
19570765,P028,Demais
19570767,P028,Demais
19570779,P028,Demais
19570780,P028,Demais
19570802,P028,Demais
19570985,P028,Demais
19570995,P028,Demais
19571365,P028,Demais
19571373,P028,Demais
19571495,P028,Demais
19571528,P028,Demais
19571751,P028,Demais
19571780,P028,Demais
19571782,P028,Demais
19571819,P028,Demais
19571822,P028,Demais
19571881,P028,Demais
19571888,P028,Demais
19572035,P028,Demais
19572121,P028,Demais
19572122,P028,Demais
19572123,P028,Demais
19572124,P028,Demais
19572129,P028,Demais
19572170,P028,Demais
19572190,P028,Demais
19572295,P028,Demais
19572368,P028,Demais
19572551,P028,Demais
19572563,P028,Demais
19572709,P028,Demais
19572711,P028,Demais
19572712,P028,Demais
19572716,P028,Demais
19572717,P028,Demais
19572735,P028,Demais
19572738,P028,Demais
19572744,P028,Demais
19572757,P028,Demais
19572764,P028,Demais
19572817,P028,Demais
19572818,P028,Demais
19572819,P028,Demais
19572826,P028,Demais
19572832,P028,Demais
19572835,P028,Demais
19572856,P028,Demais
19572861,P028,Demais
19572864,P028,Demais
19572865,P028,Demais
19573476,P028,Demais
19573478,P028,Demais
19573483,P028,Demais
19573536,P028,Demais
19573667,P028,Demais
19573753,P028,Demais
19573757,P028,Demais
19573759,P028,Demais
19573841,P028,Demais
19573869,P028,Demais
19573870,P028,Demais
19573872,P028,Demais
19573879,P028,Demais
19573960,P028,Demais
19573962,P028,Demais
19574078,P028,Demais
19574081,P028,Demais
19574164,P028,Demais
19574166,P028,Demais
19574261,P028,Demais
19574270,P028,Demais
19574343,P028,Demais
19574344,P028,Demais
19574351,P028,Demais
19574352,P028,Demais
19574356,P028,Demais
19574358,P028,Demais
19574369,P028,Demais
19574370,P028,Demais
19574371,P028,Demais
19574427,P028,Demais
19574442,P028,Demais
19574550,P028,Demais
19574637,P028,Demais
19574638,P028,Demais
19574656,P028,Demais
19574704,P028,Demais
19574711,P028,Demais
19574718,P028,Demais
19574719,P028,Demais
19574720,P028,Demais
19574723,P028,Demais
19574732,P028,Demais
19574733,P028,Demais
19574739,P028,Demais
19574835,P028,Demais
19574849,P028,Demais
19574925,P028,Demais
19574933,P028,Demais
19574935,P028,Demais
19575042,P028,Demais
19575043,P028,Demais
19575044,P028,Demais
19575045,P028,Demais
19575047,P028,Demais
19575055,P028,Demais
19575073,P028,Demais
19575080,P028,Demais
19575091,P028,Demais
19575152,P028,Demais
19575173,P028,Demais
19575176,P028,Demais
19575181,P028,Demais
19575191,P028,Demais
19575195,P028,Demais
19575240,P028,Demais
19575344,P028,Demais
19575347,P028,Demais
19575385,P028,Demais
19575431,P028,Demais
19575466,P028,Demais
19575583,P028,Demais
19575621,P028,Demais
19575658,P028,Demais
19575729,P028,Demais
19575730,P028,Demais
19575747,P028,Demais
19575884,P028,Demais
19575943,P028,Demais
19576001,P028,Demais
19576003,P028,Demais
19576005,P028,Demais
19576135,P028,Demais
19576157,P028,Demais
19576189,P028,Demais
19576234,P028,Demais
19576298,P028,Demais
19576374,P028,Demais
19576381,P028,Demais
19576395,P028,Demais
19576396,P028,Demais
19576397,P028,Demais
19576538,P028,Demais
19576636,P028,Demais
19576659,P028,Demais
19576660,P028,Demais
19576661,P028,Demais
19576673,P028,Demais
19576675,P028,Demais
19576765,P028,Demais
19576771,P028,Demais
19576795,P028,Demais
19576891,P028,Demais
19576892,P028,Demais
19576960,P028,Demais
19576966,P028,Demais
19576968,P028,Demais
19576979,P028,Demais
19576986,P028,Demais
19576995,P028,Demais
19577007,P028,Demais
19577008,P028,Demais
19577056,P028,Demais
19577059,P028,Demais
19577069,P028,Demais
19577075,P028,Demais
19577077,P028,Demais
19577078,P028,Demais
19577079,P028,Demais
19577082,P028,Demais
19577187,P028,Demais
19577197,P028,Demais
19577227,P028,Demais
19577229,P028,Demais
19577238,P028,Demais
19577239,P028,Demais
19577250,P028,Demais
19577258,P028,Demais
19577343,P028,Demais
19577424,P028,Demais
19577425,P028,Demais
19577466,P028,Demais
19577484,P028,Demais
19577530,P028,Demais
19577538,P028,Demais
19577540,P028,Demais
19577547,P028,Demais
19577667,P028,Demais
19577673,P028,Demais
19577681,P028,Demais
19577688,P028,Demais
19577739,P028,Demais
19577746,P028,Demais
19577755,P028,Demais
19577776,P028,Demais
19577789,P028,Demais
19577801,P028,Demais
19577813,P028,Demais
19577825,P028,Demais
19577826,P028,Demais
19577827,P028,Demais
19577829,P028,Demais
19577845,P028,Demais
19577846,P028,Demais
19577866,P028,Demais
19577871,P028,Demais
19577872,P028,Demais
19577879,P028,Demais
19577986,P028,Demais
19578053,P028,Demais
19578076,P028,Demais
19578100,P028,Demais
19578265,P028,Demais
19578268,P028,Demais
19578344,P028,Demais
19578350,P028,Demais
19578351,P028,Demais
19578353,P028,Demais
19578358,P028,Demais
19578374,P028,Demais
19578379,P028,Demais
19578380,P028,Demais
19578396,P028,Demais
19578424,P028,Demais
19578462,P028,Demais
19578463,P028,Demais
19578549,P028,Demais
19578571,P028,Demais
19578645,P028,Demais
19578721,P028,Demais
19578816,P028,Demais
19578856,P028,Demais
19578858,P028,Demais
19578872,P028,Demais
19578897,P028,Demais
19578964,P028,Demais
19578982,P028,Demais
19578991,P028,Demais
19579031,P028,Demais
19579072,P028,Demais
19579074,P028,Demais
19579123,P028,Demais
19579125,P028,Demais
19579170,P028,Demais
19579171,P028,Demais
19579175,P028,Demais
19579187,P028,Demais
19579199,P028,Demais
19579254,P028,Demais
19579383,P028,Demais
19579421,P028,Demais
19579434,P028,Demais
19579443,P028,Demais
19579482,P028,Demais
19579486,P028,Demais
19579497,P028,Demais
19579500,P028,Demais
19579513,P028,Demais
19579545,P028,Demais
19579567,P028,Demais
19579589,P028,Demais
19579590,P028,Demais
19579598,P028,Demais
19579702,P028,Demais
19579707,P028,Demais
19579709,P028,Demais
19579721,P028,Demais
19579731,P028,Demais
19579748,P028,Demais
19579776,P028,Demais
19579787,P028,Demais
19579791,P028,Demais
19579792,P028,Demais
19579793,P028,Demais
19579794,P028,Demais
19579799,P028,Demais
19579811,P028,Demais
19579819,P028,Demais
19579820,P028,Demais
19579899,P028,Demais
19579900,P028,Demais
19579939,P028,Demais
19579952,P028,Demais
19579973,P028,Demais
19579994,P028,Demais
19580015,P028,Demais
19580052,P028,Demais
19580062,P028,Demais
19580063,P028,Demais
19580065,P028,Demais
19580072,P028,Demais
19580074,P028,Demais
19580075,P028,Demais
19580076,P028,Demais
19580078,P028,Demais
19580101,P028,Demais
19580102,P028,Demais
19580104,P028,Demais
19580108,P028,Demais
19580109,P028,Demais
19580119,P028,Demais
19580124,P028,Demais
19580129,P028,Demais
19580132,P028,Demais
19580139,P028,Demais
19580158,P028,Demais
19580159,P028,Demais
19580163,P028,Demais
19580177,P028,Demais
19580204,P028,Demais
19580280,P028,Demais
19580287,P028,Demais
19580288,P028,Demais
19580289,P028,Demais
19580293,P028,Demais
19580294,P028,Demais
19580295,P028,Demais
19580296,P028,Demais
19580309,P028,Demais
19580311,P028,Demais
19580364,P028,Demais
19580371,P028,Demais
19580387,P028,Demais
19580391,P028,Demais
19580392,P028,Demais
19580398,P028,Demais
19580518,P028,Demais
19580687,P028,Demais
19580698,P028,Demais
19580804,P028,Demais
19580905,P028,Demais
19580912,P028,Demais
19580913,P028,Demais
19580920,P028,Demais
19580921,P028,Demais
19580922,P028,Demais
19580988,P028,Demais
19580989,P028,Demais
19580991,P028,Demais
19580992,P028,Demais
19581027,P028,Demais
19581072,P028,Demais
19581090,P028,Demais
19581091,P028,Demais
19581092,P028,Demais
19581093,P028,Demais
19581153,P028,Demais
19581163,P028,Demais
19581209,P028,Demais
19581311,P028,Demais
19581363,P028,Demais
19581383,P028,Demais
19581386,P028,Demais
19581390,P028,Demais
19581441,P028,Demais
19581566,P028,Demais
19581567,P028,Demais
19581568,P028,Demais
19581577,P028,Demais
19581579,P028,Demais
19581583,P028,Demais
19581584,P028,Demais
19581585,P028,Demais
19581586,P028,Demais
19581594,P028,Demais
19581654,P028,Demais
19581671,P028,Demais
19581673,P028,Demais
19581674,P028,Demais
19581675,P028,Demais
19581715,P028,Demais
19581720,P028,Demais
19581797,P028,Demais
19581846,P028,Demais
19581880,P028,Demais
19581905,P028,Demais
19581919,P028,Demais
19582018,P028,Demais
19582083,P028,Demais
19582249,P028,Demais
19582251,P028,Demais
19582275,P028,Demais
19582278,P028,Demais
19582335,P028,Demais
19582388,P028,Demais
19582407,P028,Demais
19582593,P028,Demais
19582611,P028,Demais
19582612,P028,Demais
19582618,P028,Demais
19582634,P028,Demais
19582658,P028,Demais
19582659,P028,Demais
19582837,P028,Demais
19582863,P028,Demais
19582864,P028,Demais
19582870,P028,Demais
19582893,P028,Demais
19582896,P028,Demais
19582965,P028,Demais
19582998,P028,Demais
19583000,P028,Demais
19583045,P028,Demais
19583049,P028,Demais
19583088,P028,Demais
19583091,P028,Demais
19583101,P028,Demais
19583108,P028,Demais
19583154,P028,Demais
19583196,P028,Demais
19583304,P028,Demais
19583356,P028,Demais
19583405,P028,Demais
19583443,P028,Demais
19583482,P028,Demais
19583486,P028,Demais
19583497,P028,Demais
19583510,P028,Demais
19583515,P028,Demais
19583516,P028,Demais
19583533,P028,Demais
19583534,P028,Demais
19583535,P028,Demais
19583541,P028,Demais
19583546,P028,Demais
19583555,P028,Demais
19583556,P028,Demais
19583557,P028,Demais
19583558,P028,Demais
19583591,P028,Demais
19583594,P028,Demais
19583598,P028,Demais
19583600,P028,Demais
19583632,P028,Demais
19583670,P028,Demais
19583671,P028,Demais
19583692,P028,Demais
19583715,P028,Demais
19583727,P028,Demais
19583735,P028,Demais
19583747,P028,Demais
19583752,P028,Demais
19583753,P028,Demais
19583754,P028,Demais
19583757,P028,Demais
19583758,P028,Demais
19583760,P028,Demais
19583766,P028,Demais
19583768,P028,Demais
19583780,P028,Demais
19583782,P028,Demais
19583786,P028,Demais
19583787,P028,Demais
19583788,P028,Demais
19583792,P028,Demais
19583794,P028,Demais
19583837,P028,Demais
19583838,P028,Demais
19583885,P028,Demais
19584005,P028,Demais
19584142,P028,Demais
19584144,P028,Demais
19584208,P028,Demais
19584209,P028,Demais
19584324,P028,Demais
19584423,P028,Demais
19584429,P028,Demais
19584431,P028,Demais
19584439,P028,Demais
19584455,P028,Demais
19584456,P028,Demais
19584460,P028,Demais
19584462,P028,Demais
19584475,P028,Demais
19584478,P028,Demais
19584525,P028,Demais
19584530,P028,Demais
19584546,P028,Demais
19584556,P028,Demais
19584561,P028,Demais
19584566,P028,Demais
19584567,P028,Demais
19584588,P028,Demais
19584830,P028,Demais
19584839,P028,Demais
19584845,P028,Demais
19584864,P028,Demais
19584878,P028,Demais
19584887,P028,Demais
19584912,P028,Demais
19584933,P028,Demais
19584947,P028,Demais
19584986,P028,Demais
19584993,P028,Demais
19585035,P028,Demais
19585036,P028,Demais
19585076,P028,Demais
19585088,P028,Demais
19585089,P028,Demais
19585092,P028,Demais
19585147,P028,Demais
19585148,P028,Demais
19585217,P028,Demais
19585220,P028,Demais
19585225,P028,Demais
19585226,P028,Demais
19585227,P028,Demais
19585232,P028,Demais
19585236,P028,Demais
19585249,P028,Demais
19585253,P028,Demais
19585256,P028,Demais
19585257,P028,Demais
19585258,P028,Demais
19585289,P028,Demais
19585292,P028,Demais
19585325,P028,Demais
19585328,P028,Demais
19585333,P028,Demais
19585355,P028,Demais
19585356,P028,Demais
19585357,P028,Demais
19585360,P028,Demais
19585374,P028,Demais
19585375,P028,Demais
19585376,P028,Demais
19585377,P028,Demais
19585391,P028,Demais
19585460,P028,Demais
19585464,P028,Demais
19585474,P028,Demais
19585490,P028,Demais
19585515,P028,Demais
19585566,P028,Demais
19585573,P028,Demais
19585603,P028,Demais
19585640,P028,Demais
19585644,P028,Demais
19585650,P028,Demais
19585651,P028,Demais
19585652,P028,Demais
19585671,P028,Demais
19585693,P028,Demais
19585727,P028,Demais
19585733,P028,Demais
19585738,P028,Demais
19585741,P028,Demais
19585742,P028,Demais
19585747,P028,Demais
19585752,P028,Demais
19585760,P028,Demais
19585761,P028,Demais
19585762,P028,Demais
19585764,P028,Demais
19585766,P028,Demais
19585767,P028,Demais
19585774,P028,Demais
19585775,P028,Demais
19585782,P028,Demais
19585783,P028,Demais
19585784,P028,Demais
19585951,P028,Demais
19585955,P028,Demais
19585972,P028,Demais
19586022,P028,Demais
19586041,P028,Demais
19586044,P028,Demais
19586047,P028,Demais
19586048,P028,Demais
19586053,P028,Demais
19586070,P028,Demais
19586071,P028,Demais
19586091,P028,Demais
19586123,P028,Demais
19586211,P028,Demais
19586239,P028,Demais
19586373,P028,Demais
19586407,P028,Demais
19586432,P028,Demais
19586438,P028,Demais
19586440,P028,Demais
19586441,P028,Demais
19586443,P028,Demais
19586451,P028,Demais
19586453,P028,Demais
19586454,P028,Demais
19586455,P028,Demais
19586456,P028,Demais
19586466,P028,Demais
19586470,P028,Demais
19586472,P028,Demais
19586475,P028,Demais
19586488,P028,Demais
19586498,P028,Demais
19586504,P028,Demais
19586610,P028,Demais
19586666,P028,Demais
19586698,P028,Demais
19586705,P028,Demais
19586716,P028,Demais
19586749,P028,Demais
19586775,P028,Demais
19586861,P028,Demais
19586865,P028,Demais
19586868,P028,Demais
19586889,P028,Demais
19586890,P028,Demais
19586902,P028,Demais
19586921,P028,Demais
19586926,P028,Demais
19586942,P028,Demais
19586948,P028,Demais
19586949,P028,Demais
19586951,P028,Demais
19586964,P028,Demais
19586973,P028,Demais
19586986,P028,Demais
19586990,P028,Demais
19586991,P028,Demais
19586992,P028,Demais
19586994,P028,Demais
19587019,P028,Demais
19587060,P028,Demais
19587120,P028,Demais
19587121,P028,Demais
19587129,P028,Demais
19587230,P028,Demais
19587489,P028,Demais
19587539,P028,Demais
19587620,P028,Demais
19587624,P028,Demais
19587631,P028,Demais
19587637,P028,Demais
19587642,P028,Demais
19587645,P028,Demais
19587673,P028,Demais
19587678,P028,Demais
19587680,P028,Demais
19587688,P028,Demais
19587689,P028,Demais
19587693,P028,Demais
19587694,P028,Demais
19587695,P028,Demais
19587699,P028,Demais
19587732,P028,Demais
19587734,P028,Demais
19587746,P028,Demais
19587753,P028,Demais
19587763,P028,Demais
19587772,P028,Demais
19587773,P028,Demais
19587785,P028,Demais
19587820,P028,Demais
19588112,P028,Demais
19588128,P028,Demais
19588169,P028,Demais
19588194,P028,Demais
19588199,P028,Demais
19588308,P028,Demais
19588324,P028,Demais
19588329,P028,Demais
19588332,P028,Demais
19588355,P028,Demais
19588363,P028,Demais
19588364,P028,Demais
19588365,P028,Demais
19588368,P028,Demais
19588480,P028,Demais
19588482,P028,Demais
19588649,P028,Demais
19588695,P028,Demais
19588725,P028,Demais
19588748,P028,Demais
19588750,P028,Demais
19588753,P028,Demais
19588820,P028,Demais
19588822,P028,Demais
19588824,P028,Demais
19588833,P028,Demais
19588835,P028,Demais
19588837,P028,Demais
19588838,P028,Demais
19588851,P028,Demais
19588858,P028,Demais
19588859,P028,Demais
19588868,P028,Demais
19588879,P028,Demais
19588891,P028,Demais
19588892,P028,Demais
19588900,P028,Demais
19588934,P028,Demais
19588945,P028,Demais
19588952,P028,Demais
19589041,P028,Demais
19589053,P028,Demais
19589054,P028,Demais
19589113,P028,Demais
19589157,P028,Demais
19589158,P028,Demais
19589250,P028,Demais
19589259,P028,Demais
19589271,P028,Demais
19589280,P028,Demais
19589293,P028,Demais
19589452,P028,Demais
19589491,P028,Demais
19589503,P028,Demais
19589508,P028,Demais
19589509,P028,Demais
19589707,P028,Demais
19589724,P028,Demais
19589729,P028,Demais
19589759,P028,Demais
19589776,P028,Demais
19589792,P028,Demais
19589793,P028,Demais
19589799,P028,Demais
19589858,P028,Demais
19589871,P028,Demais
19589876,P028,Demais
19589889,P028,Demais
19589948,P028,Demais
19590093,P028,Demais
19590130,P028,Demais
19590145,P028,Demais
19590162,P028,Demais
19590190,P028,Demais
19590249,P028,Demais
19590250,P028,Demais
19590280,P028,Demais
19590283,P028,Demais
19590288,P028,Demais
19590365,P028,Demais
19590366,P028,Demais
19590383,P028,Demais
19590384,P028,Demais
19590424,P028,Demais
19590442,P028,Demais
19590458,P028,Demais
19590549,P028,Demais
19590552,P028,Demais
19590553,P028,Demais
19590554,P028,Demais
19590558,P028,Demais
19590630,P028,Demais
19590658,P028,Demais
19590669,P028,Demais
19590689,P028,Demais
19590785,P028,Demais
19590789,P028,Demais
19590859,P028,Demais
19590871,P028,Demais
19590873,P028,Demais
19590875,P028,Demais
19590896,P028,Demais
19590898,P028,Demais
19591011,P028,Demais
19591018,P028,Demais
19591020,P028,Demais
19591023,P028,Demais
19591024,P028,Demais
19591037,P028,Demais
19591038,P028,Demais
19591042,P028,Demais
19591045,P028,Demais
19591047,P028,Demais
19591048,P028,Demais
19591052,P028,Demais
19591053,P028,Demais
19591057,P028,Demais
19591068,P028,Demais
19591084,P028,Demais
19591087,P028,Demais
19591090,P028,Demais
19591091,P028,Demais
19591094,P028,Demais
19591095,P028,Demais
19591096,P028,Demais
19591100,P028,Demais
19591108,P028,Demais
19591128,P028,Demais
19591339,P028,Demais
19591347,P028,Demais
19591349,P028,Demais
19591350,P028,Demais
19591395,P028,Demais
19591396,P028,Demais
19591397,P028,Demais
19591399,P028,Demais
19591453,P028,Demais
19591455,P028,Demais
19591459,P028,Demais
19591477,P028,Demais
19591501,P028,Demais
19591502,P028,Demais
19591548,P028,Demais
19591823,P028,Demais
19591860,P028,Demais
19591903,P028,Demais
19591940,P028,Demais
19591948,P028,Demais
19591987,P028,Demais
19591995,P028,Demais
19592060,P028,Demais
19592070,P028,Demais
19592169,P028,Demais
19592177,P028,Demais
19592210,P028,Demais
19592217,P028,Demais
19592225,P028,Demais
19592227,P028,Demais
19592228,P028,Demais
19592229,P028,Demais
19592230,P028,Demais
19592233,P028,Demais
19592235,P028,Demais
19592238,P028,Demais
19592239,P028,Demais
19592256,P028,Demais
19592257,P028,Demais
19592275,P028,Demais
19592277,P028,Demais
19592285,P028,Demais
19592287,P028,Demais
19592289,P028,Demais
19592296,P028,Demais
19592300,P028,Demais
19592319,P028,Demais
19592322,P028,Demais
19592333,P028,Demais
19592348,P028,Demais
19592366,P028,Demais
19592399,P028,Demais
19592443,P028,Demais
19592445,P028,Demais
19592452,P028,Demais
19592505,P028,Demais
19592519,P028,Demais
19592521,P028,Demais
19592556,P028,Demais
19592586,P028,Demais
19592590,P028,Demais
19592596,P028,Demais
19592651,P028,Demais
19592652,P028,Demais
19592655,P028,Demais
19592827,P028,Demais
19592886,P028,Demais
19593035,P028,Demais
19593067,P028,Demais
19593079,P028,Demais
19593085,P028,Demais
19593116,P028,Demais
19593137,P028,Demais
19593181,P028,Demais
19593184,P028,Demais
19593216,P028,Demais
19593241,P028,Demais
19593262,P028,Demais
19593292,P028,Demais
19593405,P028,Demais
19593417,P028,Demais
19593432,P028,Demais
19593464,P028,Demais
19593479,P028,Demais
19593499,P028,Demais
19593534,P028,Demais
19593556,P028,Demais
19593559,P028,Demais
19593561,P028,Demais
19593562,P028,Demais
19593593,P028,Demais
19593601,P028,Demais
19593604,P028,Demais
19593623,P028,Demais
19593624,P028,Demais
19593625,P028,Demais
19593627,P028,Demais
19593630,P028,Demais
19593631,P028,Demais
19593635,P028,Demais
19593640,P028,Demais
19593641,P028,Demais
19593642,P028,Demais
19593645,P028,Demais
19593646,P028,Demais
19593648,P028,Demais
19593670,P028,Demais
19593675,P028,Demais
19593678,P028,Demais
19593691,P028,Demais
19593695,P028,Demais
19593721,P028,Demais
19593788,P028,Demais
19593811,P028,Demais
19593813,P028,Demais
19593817,P028,Demais
19593834,P028,Demais
19593835,P028,Demais
19593848,P028,Demais
19593854,P028,Demais
19593869,P028,Demais
19593898,P028,Demais
19593934,P028,Demais
19593939,P028,Demais
19593955,P028,Demais
19593959,P028,Demais
19593965,P028,Demais
19593979,P028,Demais
19594040,P028,Demais
19594183,P028,Demais
19594187,P028,Demais
19594197,P028,Demais
19594351,P028,Demais
19594354,P028,Demais
19594359,P028,Demais
19594364,P028,Demais
19594369,P028,Demais
19594380,P028,Demais
19594393,P028,Demais
19594394,P028,Demais
19594562,P028,Demais
19594565,P028,Demais
19594601,P028,Demais
19594641,P028,Demais
19594644,P028,Demais
19594648,P028,Demais
19594824,P028,Demais
19594831,P028,Demais
19594832,P028,Demais
19594833,P028,Demais
19594834,P028,Demais
19594842,P028,Demais
19594871,P028,Demais
19594881,P028,Demais
19594913,P028,Demais
19594925,P028,Demais
19594942,P028,Demais
19594989,P028,Demais
19594990,P028,Demais
19595026,P028,Demais
19595040,P028,Demais
19595085,P028,Demais
19595086,P028,Demais
19595117,P028,Demais
19595119,P028,Demais
19595140,P028,Demais
19595196,P028,Demais
19595316,P028,Demais
19595323,P028,Demais
19595368,P028,Demais
19595419,P028,Demais
19595422,P028,Demais
19595461,P028,Demais
19595502,P028,Demais
19595544,P028,Demais
19595557,P028,Demais
19595593,P028,Demais
19595627,P028,Demais
19595647,P028,Demais
19595661,P028,Demais
19595662,P028,Demais
19595664,P028,Demais
19595665,P028,Demais
19595666,P028,Demais
19595671,P028,Demais
19595676,P028,Demais
19595723,P028,Demais
19595736,P028,Demais
19595793,P028,Demais
19595811,P028,Demais
19595839,P028,Demais
19595848,P028,Demais
19595858,P028,Demais
19595870,P028,Demais
19595907,P028,Demais
19595914,P028,Demais
19595952,P028,Demais
19595957,P028,Demais
19595973,P028,Demais
19595976,P028,Demais
19595986,P028,Demais
19595994,P028,Demais
19596016,P028,Demais
19596022,P028,Demais
19596023,P028,Demais
19596026,P028,Demais
19596036,P028,Demais
19596047,P028,Demais
19596057,P028,Demais
19596092,P028,Demais
19596099,P028,Demais
19596136,P028,Demais
19596145,P028,Demais
19596146,P028,Demais
19596320,P028,Demais
19596339,P028,Demais
19596506,P028,Demais
19596510,P028,Demais
19596514,P028,Demais
19596516,P028,Demais
19596517,P028,Demais
19596518,P028,Demais
19596519,P028,Demais
19596526,P028,Demais
19596528,P028,Demais
19596529,P028,Demais
19596541,P028,Demais
19596542,P028,Demais
19596545,P028,Demais
19596546,P028,Demais
19596549,P028,Demais
19596553,P028,Demais
19596554,P028,Demais
19596555,P028,Demais
19596557,P028,Demais
19596571,P028,Demais
19596572,P028,Demais
19596580,P028,Demais
19596582,P028,Demais
19596585,P028,Demais
19596586,P028,Demais
19596588,P028,Demais
19596593,P028,Demais
19596596,P028,Demais
19596672,P028,Demais
19596749,P028,Demais
19596750,P028,Demais
19596791,P028,Demais
19597000,P028,Demais
19597005,P028,Demais
19597028,P028,Demais
19597043,P028,Demais
19597078,P028,Demais
19597151,P028,Demais
19597152,P028,Demais
19597213,P028,Demais
19597218,P028,Demais
19597223,P028,Demais
19597228,P028,Demais
19597230,P028,Demais
19597250,P028,Demais
19597602,P028,Demais
19597607,P028,Demais
19597636,P028,Demais
19597705,P028,Demais
19597707,P028,Demais
19597710,P028,Demais
19597711,P028,Demais
19597713,P028,Demais
19597716,P028,Demais
19597717,P028,Demais
19597718,P028,Demais
19597734,P028,Demais
19597735,P028,Demais
19597748,P028,Demais
19597751,P028,Demais
19597760,P028,Demais
19597761,P028,Demais
19597764,P028,Demais
19597768,P028,Demais
19597770,P028,Demais
19597771,P028,Demais
19597772,P028,Demais
19597773,P028,Demais
19597776,P028,Demais
19597777,P028,Demais
19597778,P028,Demais
19597779,P028,Demais
19597790,P028,Demais
19597791,P028,Demais
19597792,P028,Demais
19597793,P028,Demais
19597797,P028,Demais
19597847,P028,Demais
19597988,P028,Demais
19597996,P028,Demais
19598131,P028,Demais
19598170,P028,Demais
19598231,P028,Demais
19598232,P028,Demais
19598260,P028,Demais
19598283,P028,Demais
19598286,P028,Demais
19598302,P028,Demais
19598322,P028,Demais
19598326,P028,Demais
19598366,P028,Demais
19598376,P028,Demais
19598377,P028,Demais
19598381,P028,Demais
19598393,P028,Demais
19598518,P028,Demais
19598533,P028,Demais
19598565,P028,Demais
19598567,P028,Demais
19598568,P028,Demais
19598574,P028,Demais
19598579,P028,Demais
19598581,P028,Demais
19598598,P028,Demais
19598600,P028,Demais
19598618,P028,Demais
